"player_page","player"
"/w/index.php?title=Dudley_Bullough&action=edit&redlink=1","Bullough"
"/w/index.php?title=C._Cross&action=edit&redlink=1","Cross"
"/wiki/Jack_Cummings_(tennis)","Jack Cummings"
"/w/index.php?title=G._Pearson&action=edit&redlink=1","G Pearson"
"/wiki/Gerald","Patterson"
"/w/index.php?title=L._Bonnington&action=edit&redlink=1","Bonnington"
"/wiki/Gerald_Patterson","Patterson"
"/w/index.php?title=F.J._Cory&action=edit&redlink=1","FJ Cory"
"/w/index.php?title=E._Jordan&action=edit&redlink=1","E Jordan"
"/w/index.php?title=L._Oxenham&action=edit&redlink=1","L Oxenham"
"/w/index.php?title=C._Ferguson&action=edit&redlink=1","C Ferguson"
"/w/index.php?title=Dudley_Bullough&action=edit&redlink=1","Dudley Bullough"
"/w/index.php?title=C._Moon&action=edit&redlink=1","C Moon"
"/w/index.php?title=H.M._Turner&action=edit&redlink=1","HM Turner"
"/w/index.php?title=H.M._Turner&action=edit&redlink=1","H Turner"
"/w/index.php?title=Dudley_Bullough&action=edit&redlink=1","D Bullough"
"/wiki/Cecil_Stuart","Cecil Stuart"
"/wiki/Garton_Hone","Gar Hone"
"/wiki/Gordon_Dickinson","Gordon Dickinson"
"/wiki/Richard_Schlesinger_(tennis)","Bob Schlesinger"
"/wiki/Ian_McInnes_(tennis)","Ian McInnes"
"/wiki/Frederick_Kalms","Fred Kalms"
"/wiki/Alan_Newton_(cricketer)","Newton"
"/w/index.php?title=G._Norman_Roberts&action=edit&redlink=1","Roberts"
"/w/index.php?title=Max_Cryle&action=edit&redlink=1","Cryle"
"/wiki/Cecil_Stuart","Stuart"
"/wiki/Ronald_Thomas_(tennis)","Thomas"
"/w/index.php?title=Hector_Wallace&action=edit&redlink=1","Wallace"
"/w/index.php?title=M._Henry_Marsh&action=edit&redlink=1","Marsh"
"/wiki/Garton_Hone","Hone"
"/w/index.php?title=E._M._Ladyman&action=edit&redlink=1","Ladyman"
"/w/index.php?title=Jack_Moran_(tennis)&action=edit&redlink=1","Moran"
"/w/index.php?title=Frank_Drews_(tennis)&action=edit&redlink=1","Drews"
"/w/index.php?title=L._Glen_Addison&action=edit&redlink=1","Addison"
"/w/index.php?title=Thomas_Robinson_(tennis)&action=edit&redlink=1","Robinson"
"/w/index.php?title=Basil_Henty&action=edit&redlink=1","Henty"
"/wiki/Gordon_Dickinson","Dickinson"
"/wiki/Pat_O%27Hara_Wood","O Hara Wood"
"/w/index.php?title=Charles_S._Buckley&action=edit&redlink=1","Buckley"
"/wiki/Pat_O%27Hara_Wood","OHara Wood"
"/wiki/William_Cleland","Cleland"
"/wiki/Richard_Schlesinger_(tennis)","Schlesinger"
"/w/index.php?title=Tim_Fitchett&action=edit&redlink=1","Fitchett"
"/wiki/Leslie_Rainey","Rainey"
"/w/index.php?title=Roy_Bulcock&action=edit&redlink=1","Bulcock"
"/wiki/Ian_McInnes_(tennis)","McInnes"
"/w/index.php?title=H._Hallowes&action=edit&redlink=1","Hallowes"
"/w/index.php?title=Horace_Crebbin&action=edit&redlink=1","Crebbin"
"/w/index.php?title=Noel_Heath&action=edit&redlink=1","N Heath"
"/w/index.php?title=F._W._Ratten&action=edit&redlink=1","Ratten"
"/w/index.php?title=Charlie_Finlayson&action=edit&redlink=1","Finlayson"
"/wiki/Frederick_Kalms","Kalms"
"/w/index.php?title=E._T._Noske&action=edit&redlink=1","Noske"
"/wiki/Clarence_Treloar","Treloar"
"/w/index.php?title=W._H._Smith_(tennis)&action=edit&redlink=1","Smith"
"/w/index.php?title=Clive_Fitts&action=edit&redlink=1","Fitts"
"/w/index.php?title=Robert_Phillips_(tennis)&action=edit&redlink=1","Phillips"
"/w/index.php?title=Norman_Strange&action=edit&redlink=1","Strange"
"/wiki/Aubrey_Willard","Aubrey Willard"
"/w/index.php?title=Alfred_Chave&action=edit&redlink=1","Chave"
"/w/index.php?title=E._King_Roberts&action=edit&redlink=1","Roberts"
"/w/index.php?title=Victor_Trounce&action=edit&redlink=1","Trounce"
"/wiki/Jack_Cummings_(tennis)","Cummings"
"/w/index.php?title=Eric_Ashcroft&action=edit&redlink=1","Ashcroft"
"/w/index.php?title=Lionel_Oxenham&action=edit&redlink=1","Oxenham"
"/w/index.php?title=Norman_McDougall&action=edit&redlink=1","McDougall"
"/w/index.php?title=Basil_Fitchett&action=edit&redlink=1","Fitchett"
"/w/index.php?title=H._Morris_Smith&action=edit&redlink=1","Smith"
"/w/index.php?title=Frank_Blaxland&action=edit&redlink=1","Blaxland"
"/w/index.php?title=Herb_Coram&action=edit&redlink=1","Coram"
"/w/index.php?title=W._R._James&action=edit&redlink=1","James"
"/w/index.php?title=Harry_Gibbes&action=edit&redlink=1","Gibbes"
"/w/index.php?title=Guy_Williams_(tennis)&action=edit&redlink=1","Williams"
"/w/index.php?title=A._Carmichael&action=edit&redlink=1","Carmichael"
"/w/index.php?title=Cecil_Lamb&action=edit&redlink=1","Lamb"
"/w/index.php?title=Clinton_Moon&action=edit&redlink=1","C Moon"
"/w/index.php?title=C._V._Caldwell&action=edit&redlink=1","Caldwell"
"/wiki/Ray_Dunlop","Dunlop"
"/w/index.php?title=Jules_Moxon&action=edit&redlink=1","Moxon"
"/w/index.php?title=Robert_Berriman&action=edit&redlink=1","Berriman"
"/w/index.php?title=Les_Baker&action=edit&redlink=1","Baker"
"/w/index.php?title=James_Fitzgerald_(tennis)&action=edit&redlink=1","Fitzgerald"
"/w/index.php?title=Frank_Peach&action=edit&redlink=1","F Peach"
"/w/index.php?title=Jack_Garvin&action=edit&redlink=1","Garvin"
"/wiki/Edgar_Moon","G Moon"
"/w/index.php?title=Alec_Berckelman&action=edit&redlink=1","Berckelman"
"/w/index.php?title=E._M._Ladyman&action=edit&redlink=1","E M Ladyman"
"/wiki/Rice_Gemmell","Gemmell"
"/wiki/Alan_Coldham","Coldham"
"/w/index.php?title=Cliff_S._Colvin&action=edit&redlink=1","Colvin"
"/w/index.php?title=Cliff_S._Colvin&action=edit&redlink=1","D B Reid"
"/w/index.php?title=Keith_Poulton&action=edit&redlink=1","Poulton"
"/w/index.php?title=Jack_Turner_(tennis)&action=edit&redlink=1","Turner"
"/w/index.php?title=Alan_Treloar&action=edit&redlink=1","Treloar"
"/w/index.php?title=Walter_Medcalf&action=edit&redlink=1","Medcalf"
"/w/index.php?title=Paul_Haege&action=edit&redlink=1","Haege"
"/w/index.php?title=Robert_Spencer_(tennis)&action=edit&redlink=1","Spencer"
"/wiki/John_Hawkes_(tennis)","Jack Hawkes"
"/wiki/James_Willard","Jim Willard"
"/wiki/Ernest_Rowe","Ernest Rowe"
"/w/index.php?title=Lindsay_Collins_(tennis)&action=edit&redlink=1","L Collins"
"/w/index.php?title=Mark_Fogarty&action=edit&redlink=1","M Fogarty"
"/w/index.php?title=Dudley_Cameron&action=edit&redlink=1","Cameron"
"/w/index.php?title=D._Smith_(tennis)&action=edit&redlink=1","D Smith"
"/wiki/John_Hawkes_(tennis)","Hawkes"
"/w/index.php?title=Ronald_Ford_(tennis)&action=edit&redlink=1","Ford"
"/w/index.php?title=Bob_Fotheringham&action=edit&redlink=1","Fotheringham"
"/w/index.php?title=Leo_Fogarty&action=edit&redlink=1","L Fogarty"
"/wiki/Clifford_Sproule","Sproule"
"/w/index.php?title=Basil_Fitchett&action=edit&redlink=1","B Fitchett"
"/w/index.php?title=Jack_Sherwood_(tennis)&action=edit&redlink=1","Sherwood"
"/w/index.php?title=Harry_Nott&action=edit&redlink=1","Nott"
"/w/index.php?title=Cliff_Harvey&action=edit&redlink=1","Harvey"
"/wiki/Edgar_Moon","Moon"
"/w/index.php?title=Ken_Berriman&action=edit&redlink=1","Berriman"
"/w/index.php?title=Allan_Barnard&action=edit&redlink=1","Barnard"
"/wiki/Ernest_Rowe","Rowe"
"/wiki/Lum_Pao-Hua","Lum"
"/wiki/Jack_Crawford_(tennis)","Crawford"
"/w/index.php?title=Ron_Hone&action=edit&redlink=1","R Hone"
"/w/index.php?title=H._W._Smith&action=edit&redlink=1","W Smith"
"/w/index.php?title=Peter_D._Hooper&action=edit&redlink=1","Hooper"
"/w/index.php?title=William_H._Halliday&action=edit&redlink=1","Halliday"
"/w/index.php?title=Edgar_Richmond&action=edit&redlink=1","Richmond"
