"player_page","player"
"/wiki/Manuel_de_Gomar","M de Gomar"
"/wiki/Manuel_de_Gomar","Manuel de Gomar"
"/wiki/Jean_Borotra","Jean Borotra"
"/wiki/Jean_Borotra","J Borotra"
"/wiki/Rupert_Wertheim","Rupert Wertheim"
"/wiki/Rupert_Wertheim","R Wertheim"
"/wiki/Donald_Rutnam","Donald Rutnam"
"/wiki/Donald_Rutnam","D Rutnam"
"/wiki/Jimmy_Van_Alen","Jimmy Van Alen"
"/wiki/Louis_Meldon","L Meldon"
"/wiki/Louis_Meldon","Louis Meldon"
"/wiki/Bill_Johnston_(tennis_player)","Bill Johnston"
"/wiki/Ren%C3%A9_Lacoste","R Lacoste"
"/wiki/Hector_Fisher","Hector Fisher"
"/wiki/Vincent_Richards","V Richards"
"/wiki/Vincent_Richards","Vincent Richards"
"/wiki/Pat_Spence","P Spence"
"/wiki/Pat_Spence","Pat Spence"
"/wiki/John_Van_Ryn","John Van Ryn"
"/wiki/Eliot_Crawshay-Williams","Eliot CrawshayWilliams"
"/wiki/Paul_F%C3%A9ret","P Feret"
"/wiki/Paul_F%C3%A9ret","Paul Feret"
"/wiki/Antoine_Gentien","Antoine Gentien"
"/wiki/Syed_Mohammad_Hadi","Khoo HooiHye"
"/wiki/Colin_Gregory","Colin Gregory"
"/wiki/Sunao_Okamoto","Sunao Okamoto"
"/wiki/Gerard_Leembruggen","Gerard Leembruggen"
"/wiki/Gerard_Leembruggen","G Leembruggen"
"/wiki/Brian_Gilbert_(tennis_player)","B Gilbert"
"/wiki/Jack_Condon","Jack Condon"
"/wiki/Jack_Condon","J Condon"
"/wiki/Jean_Washer","J Washer"
"/wiki/James_Bayley_(tennis)","J Bayley"
"/wiki/James_Bayley_(tennis)","James Bayley"
"/wiki/Masanosuke_Fukuda","Masanosuke Fukuda"
"/wiki/Masanosuke_Fukuda","M Fukuda"
"/wiki/Gordon_Crole-Rees","Gordon CroleRees"
"/wiki/Gordon_Crole-Rees","G CroleRees"
"/w/index.php?title=Bertrand_Clark&action=edit&redlink=1","Bertrand Clark"
"/wiki/Edward_McGuire_(politician)","Edward McGuire"
"/wiki/Ivie_Richardson","I Richardson"
"/wiki/Henry_Hunter_(RAF_officer)","Henry Hunter"
"/wiki/Ivie_Richardson","Ivie Richardson"
"/wiki/Keats_Lester","K Lester"
"/wiki/Keats_Lester","Keats Lester"
"/wiki/Takeichi_Harada","T Harada"
"/wiki/Eliot_Crawshay-Williams","E CrawshayWilliams"
"/wiki/Takeichi_Harada","Takeichi Harada"
